GEO_ID,NAME,Ratio_women_to_men,Percent_hispanic_or_latino,Percent_white,Percent_black,Percent_asian,median_household_income,Ratio_female_labor_16_yrs_and_older,Bachelor_degree_or_higher,Average_household_size
8600000US11105,ZCTA5 11105,0.9869246305942383,0.2196779198544754,0.7726178374618801,0.03499010218821893,0.137365577015676,73959,0.45691484845912217,14252,2.43
8600000US11106,ZCTA5 11106,1.0406936539177616,0.2826681959179418,0.5828532700779396,0.08943513281025989,0.22229752626228397,63703,0.46262288224220877,15009,2.24
8600000US11229,ZCTA5 11229,1.07625645609853,0.10810261316749387,0.6728577408359744,0.0656341565508581,0.2416073670992047,60873,0.4763096595133072,22223,2.69
8600000US11234,ZCTA5 11234,1.1045846532910948,0.10477076495306588,0.4298078732255974,0.46646666527292874,0.07464511947818452,81399,0.5150978020603078,23194,3.00
8600000US11357,ZCTA5 11357,1.104868913857678,0.15638313868978998,0.7241992882562278,0.012731191418976492,0.23452458523382286,83951,0.48530167540343305,11462,2.73
8600000US11367,ZCTA5 11367,1.079347718007358,0.1785099464422341,0.5944672915072685,0.09396518745218056,0.2798393267023718,57933,0.4688259109311741,10247,2.80
8600000US11369,ZCTA5 11369,1.032648197795651,0.6360572132012428,0.3153760478339879,0.17914297438302362,0.13154346679172285,54121,0.4527480500634863,4074,3.22
8600000US11415,ZCTA5 11415,1.0935912676969632,0.24948379103861243,0.6185731984307248,0.07041090233326451,0.20937435473879826,68294,0.4802527646129542,6649,2.31
8600000US11418,ZCTA5 11418,0.9901312390203576,0.4570189786328115,0.44445309863177296,0.0953864527351559,0.26515564555910376,66570,0.4430827607424879,6891,3.48
8600000US11421,ZCTA5 11421,1.0003903010196613,0.5863616408955661,0.4856104580264377,0.0698258621530657,0.2105019267352812,72066,0.4575051086754598,6802,3.52
8600000US11432,ZCTA5 11432,1.118283607564689,0.2443395162200055,0.21915137060254944,0.1778963144408812,0.4412840636230319,55906,0.464859437751004,14805,3.10
8600000US11375,ZCTA5 11375,1.1809764059949548,0.15744067058567385,0.6449624428478119,0.046864794252122796,0.30790060962333987,80542,0.5011194219712003,34808,2.22
8600000US11420,ZCTA5 11420,1.0403534609720178,0.24046691002082946,0.1720390191589845,0.2805997236486626,0.3442636474251892,67932,0.46543994386183773,6463,3.68
8600000US11435,ZCTA5 11435,1.013651645328896,0.31077981651376146,0.19296411225040475,0.25195628710199675,0.26146788990825687,64086,0.45397401027500756,11671,3.08
8600000US11691,ZCTA5 11691,1.178164464500211,0.2636301308611798,0.40182430619727544,0.4886577041166125,0.03907950040242048,46147,0.5396909027046013,10384,3.12
8600000US11368,ZCTA5 11368,0.9229453519199521,0.7548854792083611,0.39073159884367353,0.11364909939959973,0.12332666221925728,50797,0.38536141309104915,8927,3.92
8600000US11385,ZCTA5 11385,1.0102663602456392,0.4427223403956258,0.8352933459523787,0.030192003148514293,0.07480532623668207,72261,0.45511290936127535,19577,3.03
8600000US11412,ZCTA5 11412,1.18197704898934,0.05096374606225639,0.02699022905654333,0.9202306583373379,0.02781782262801004,78517,0.5299956632775984,6184,3.39
8600000US11414,ZCTA5 11414,1.0977098140570034,0.22290290564358808,0.816489270680037,0.04411513056572778,0.07553304356754167,71648,0.49761242962012686,6034,2.73
8600000US11430,ZCTA5 11430,0.05319148936170213,0.29292929292929293,0.12626262626262627,0.7373737373737373,0.0,None,0.07142857142857142,12,None
8600000US11694,ZCTA5 11694,0.9533479692645445,0.1490587243607755,0.8228434953638663,0.07127470263182542,0.037182729231057414,80976,0.4698638366039247,6980,2.35
8600000US11697,ZCTA5 11697,1.0835785756327252,0.06468926553672316,0.9542372881355933,0.005932203389830509,0.005649717514124294,103580,0.4621689785624212,1270,2.59
8600000US11001,ZCTA5 11001,1.0352760736196318,0.12731905120752143,0.6973840025837011,0.059461011231923065,0.1963971722826282,108438,0.4699808533916849,8992,3.04
8600000US11204,ZCTA5 11204,1.0011958612800915,0.1090701239315129,0.5937540596014446,0.014523630128088544,0.33165319961547457,49785,0.4495605711115653,13455,3.26
8600000US11218,ZCTA5 11218,0.9848686664180297,0.1756724110162667,0.6284425833467547,0.09585547860632415,0.20835346539968863,69415,0.44518428468806986,21657,2.97
8600000US11223,ZCTA5 11223,1.0389649240894474,0.1674675078555796,0.6009121030945481,0.05432270843267432,0.26196676814730585,50108,0.45646424037240796,17462,2.92
8600000US11224,ZCTA5 11224,1.231688088298533,0.20373819770055882,0.6053482347399748,0.23810135525724196,0.07046053054146059,33131,0.5287522797983049,12131,2.43
8600000US11373,ZCTA5 11373,0.997682724605638,0.4139325507891068,0.23224110592016345,0.026307107814445497,0.49603584237019377,51183,0.4396841298839059,17901,3.09
8600000US11693,ZCTA5 11693,1.0480342422320863,0.29491446706401425,0.6648347395309234,0.22555925381221456,0.04861057357380602,59431,0.512012012012012,2353,2.61
